list-dl-none,12,2,1,72,502923,6985,4203089
list-dl-none,12,4,1,144,1246075,8653,4203089
list-i-m,12,32,1,1152,2284560,1983,4203089
list-d-m,12,32,1,1152,2161786,1876,4203089
list-il-m,12,32,1,1152,2120935,1841,4203089
list-dl-m,12,32,1,1152,2086922,1811,4203089
list-i-s,12,32,1,1152,2812304,2441,4203089
list-d-s,12,32,1,1152,3135934,2722,4203089
list-il-s,12,32,1,1152,3235704,2808,4203089
list-dl-s,12,32,1,1152,2531797,2197,4203089
list-none-m,2,1000,1,6000,22175652,3695,4203089
list-none-s,2,1000,1,6000,28765693,4794,4203089
list-none-m,6,1000,1,18000,185292235,10294,4203089
list-none-s,6,1000,1,18000,228307182,12683,4203089
list-none-m,4,1000,1,12000,84091612,7007,4203089
list-none-s,4,1000,1,12000,110265261,9188,4203089
list-none-none,1,10,1,30,265956,8865,4203089
list-none-none,1,100,1,300,254912,849,4203089
list-none-none,1,1000,1,3000,3900211,1300,4203089
list-none-none,1,10000,1,30000,607555174,20251,4203089
list-none-none,1,20000,1,60000,3321574077,55359,4203089
list-none-none,2,10,1,60,282209,4703,4203089
list-none-none,2,1000,1,6000,38879419,6479,4203089
list-none-none,4,10,1,120,293101,2442,4203089
list-none-none,12,10,1,360,562148,1561,4203089
list-i-none,2,1,1,6,287367,47894,4203089
list-i-none,8,1,1,24,909720,37905,4203089
list-i-none,12,1,1,36,1183119,32864,4203089
list-i-none,12,2,1,72,1085353,15074,4203089
list-i-none,12,4,1,144,1091236,7578,4203089
list-i-none,12,8,1,288,1080229,3750,4203089
list-d-none,2,1,1,6,235905,39317,4203089
list-d-none,2,2,1,12,235574,19631,4203089
list-d-none,2,16,1,96,317451,3306,4203089
list-d-none,2,32,1,192,242392,1262,4203089
list-d-none,4,1,1,12,258310,21525,4203089
list-d-none,4,8,1,96,286801,2987,4203089
list-d-none,8,1,1,24,1099918,45829,4203089
list-d-none,8,2,1,48,427143,8898,4203089
list-d-none,12,1,1,36,1100893,30580,4203089
list-d-none,12,2,1,72,1098973,15263,4203089
list-il-none,2,4,1,24,241605,10066,4203089
list-il-none,2,8,1,48,235635,4909,4203089
list-il-none,2,16,1,96,225482,2348,4203089
list-il-none,2,32,1,192,251441,1309,4203089
list-il-none,4,1,1,12,249012,20751,4203089
list-il-none,4,2,1,24,267112,11129,4203089
list-il-none,4,8,1,96,239748,2497,4203089
list-il-none,12,8,1,288,1277764,4436,4203089
list-dl-none,2,1,1,6,286545,47757,4203089
list-dl-none,2,2,1,12,280272,23356,4203089
list-dl-none,2,4,1,24,286157,11923,4203089
list-dl-none,2,8,1,48,223607,4658,4203089
list-dl-none,2,16,1,96,275772,2872,4203089
list-dl-none,2,32,1,192,309576,1612,4203089
list-dl-none,4,1,1,12,299888,24990,4203089
list-dl-none,4,2,1,24,290764,12115,4203089
list-dl-none,8,1,1,24,411268,17136,4203089
list-dl-none,8,16,1,384,356895,929,4203089
list-dl-none,12,1,1,36,832170,23115,4203089
list-dl-none,12,2,1,72,438918,6096,4203089
list-dl-none,12,4,1,144,482844,3353,4203089
list-i-m,12,32,1,1152,2119106,1839,4203089
list-d-m,12,32,1,1152,2148975,1865,4203089
list-il-m,12,32,1,1152,2009099,1744,4203089
list-dl-m,12,32,1,1152,2206140,1915,4203089
list-i-s,12,32,1,1152,3040079,2638,4203089
list-d-s,12,32,1,1152,3320255,2882,4203089
list-il-s,12,32,1,1152,3296822,2861,4203089
list-dl-s,12,32,1,1152,3180672,2761,4203089
list-none-m,2,1000,1,6000,22648365,3774,4203089
list-none-s,2,1000,1,6000,33292607,5548,4203089
list-none-m,6,1000,1,18000,192486194,10693,4203089
list-none-s,6,1000,1,18000,238652606,13258,4203089
list-none-m,4,1000,1,12000,75622987,6301,4203089
list-none-s,4,1000,1,12000,115175753,9597,4203089
list-none-none,1,10,1,30,186445,6214,4203089
list-none-none,1,100,1,300,235003,783,4203089
list-none-none,1,1000,1,3000,4008209,1336,4203089
list-none-none,1,10000,1,30000,629596528,20986,4203089
list-none-none,1,20000,1,60000,3317936519,55298,4203089
list-none-none,2,1,1,6,199294,33215,4203089
list-none-none,2,10,1,60,275566,4592,4203089
list-none-none,12,1,1,36,1287845,35773,4203089
list-none-none,12,10,1,360,1259000,3497,4203089
list-i-none,2,1,1,6,300226,50037,4203089
list-i-none,2,4,1,24,304110,12671,4203089
list-i-none,8,1,1,24,419889,17495,4203089
list-i-none,8,8,1,192,1113303,5798,4203089
list-i-none,12,1,1,36,1285334,35703,4203089
list-d-none,2,1,1,6,236670,39445,4203089
list-d-none,2,2,1,12,261852,21821,4203089
list-d-none,2,16,1,96,224016,2333,4203089
list-d-none,2,32,1,192,331969,1729,4203089
list-d-none,4,1,1,12,271582,22631,4203089
list-d-none,4,2,1,24,320405,13350,4203089
list-d-none,8,16,1,384,1250170,3255,4203089
list-d-none,12,1,1,36,1253139,34809,4203089
list-d-none,12,4,1,144,1074720,7463,4203089
list-il-none,2,4,1,24,222408,9267,4203089
list-il-none,2,8,1,48,241802,5037,4203089
list-il-none,2,32,1,192,264082,1375,4203089
list-il-none,8,2,1,48,346195,7212,4203089
list-dl-none,2,1,1,6,263523,43920,4203089
list-dl-none,2,8,1,48,241523,5031,4203089
list-dl-none,2,16,1,96,233933,2436,4203089
list-dl-none,4,2,1,24,255564,10648,4203089
list-dl-none,4,8,1,96,275489,2869,4203089
list-dl-none,4,16,1,192,298842,1556,4203089
list-dl-none,4,32,1,384,265402,691,4203089
list-dl-none,8,1,1,24,377245,15718,4203089
list-dl-none,8,2,1,48,866784,18058,4203089
list-dl-none,8,4,1,96,350736,3653,4203089
list-dl-none,12,1,1,36,1214060,33723,4203089
list-dl-none,12,2,1,72,733226,10183,4203089
list-dl-none,12,4,1,144,1263750,8776,4203089
list-dl-none,12,8,1,288,1239828,4304,4203089
list-dl-none,12,16,1,576,1150659,1997,4203089
list-i-m,12,32,1,1152,1981842,1720,4203089
list-d-m,12,32,1,1152,2049564,1779,4203089
list-il-m,12,32,1,1152,1964776,1705,4203089
list-dl-m,12,32,1,1152,2090223,1814,4203089
list-i-s,12,32,1,1152,3238498,2811,4203089
list-d-s,12,32,1,1152,3152110,2736,4203089
list-il-s,12,32,1,1152,3198508,2776,4203089
list-dl-s,12,32,1,1152,2982351,2588,4203089
list-none-m,2,1000,1,6000,21461911,3576,4203089
list-none-s,2,1000,1,6000,35766748,5961,4203089
list-none-m,6,1000,1,18000,192686460,10704,4203089
list-none-s,6,1000,1,18000,229465522,12748,4203089
list-none-m,4,1000,1,12000,94749500,7895,4203089
list-none-s,4,1000,1,12000,106399462,8866,4203089
